"Year",".chain",".iteration",".draw","variable","value"
2017,1,107,107,"logit_rho_t",-1.74358
2017,1,108,108,"logit_rho_t",-1.56349
2017,1,109,109,"logit_rho_t",-1.74626
2017,1,110,110,"logit_rho_t",-2.25737
2017,1,111,111,"logit_rho_t",-2.17807
2017,1,112,112,"logit_rho_t",-1.93683
2017,1,113,113,"logit_rho_t",-1.81956
2017,1,114,114,"logit_rho_t",-1.96732
2017,1,115,115,"logit_rho_t",-1.80706
2017,1,116,116,"logit_rho_t",-1.75809
2017,1,117,117,"logit_rho_t",-1.62724
2017,1,118,118,"logit_rho_t",-1.57375
2017,1,119,119,"logit_rho_t",-1.92102
2017,1,120,120,"logit_rho_t",-1.94147
2017,1,121,121,"logit_rho_t",-1.85775
2017,1,122,122,"logit_rho_t",-2.09972
2017,1,123,123,"logit_rho_t",-2.27539
2017,1,124,124,"logit_rho_t",-1.98919
2017,1,125,125,"logit_rho_t",-2.236
2017,1,126,126,"logit_rho_t",-1.34189
2017,1,127,127,"logit_rho_t",-1.28033
2017,1,128,128,"logit_rho_t",-1.42755
2017,1,129,129,"logit_rho_t",-1.39277
2017,1,130,130,"logit_rho_t",-1.58214
2017,1,131,131,"logit_rho_t",-1.7629
2017,1,132,132,"logit_rho_t",-1.70638
2017,1,133,133,"logit_rho_t",-1.55152
2017,1,134,134,"logit_rho_t",-1.65516
2017,1,135,135,"logit_rho_t",-1.44175
2017,1,136,136,"logit_rho_t",-1.77782
2017,1,137,137,"logit_rho_t",-1.38593
2017,1,138,138,"logit_rho_t",-1.54694
2017,1,139,139,"logit_rho_t",-1.75147
2017,1,140,140,"logit_rho_t",-1.53191
2017,1,141,141,"logit_rho_t",-1.58736
2017,1,142,142,"logit_rho_t",-1.59403
2017,1,143,143,"logit_rho_t",-2.09409
2017,1,144,144,"logit_rho_t",-1.77138
2017,1,145,145,"logit_rho_t",-1.86351
2017,1,146,146,"logit_rho_t",-1.76091
2017,1,147,147,"logit_rho_t",-1.8092
2017,1,148,148,"logit_rho_t",-1.81732
2017,1,149,149,"logit_rho_t",-1.94596
2017,1,150,150,"logit_rho_t",-1.96379
2017,1,151,151,"logit_rho_t",-1.73899
2017,1,152,152,"logit_rho_t",-1.93443
2017,1,153,153,"logit_rho_t",-1.58934
2017,1,154,154,"logit_rho_t",-1.61414
2017,1,155,155,"logit_rho_t",-1.70347
2017,1,156,156,"logit_rho_t",-1.71711
2017,1,157,157,"logit_rho_t",-1.75007
2017,1,158,158,"logit_rho_t",-1.70547
2017,1,159,159,"logit_rho_t",-1.70487
2017,1,160,160,"logit_rho_t",-1.66105
2017,1,161,161,"logit_rho_t",-1.84994
2017,1,162,162,"logit_rho_t",-1.53846
2017,1,163,163,"logit_rho_t",-1.6923
2017,1,164,164,"logit_rho_t",-1.45803
2017,1,165,165,"logit_rho_t",-1.63054
2017,1,166,166,"logit_rho_t",-1.62183
2017,1,167,167,"logit_rho_t",-2.07986
2017,1,168,168,"logit_rho_t",-1.88822
2017,1,169,169,"logit_rho_t",-1.67826
2017,1,170,170,"logit_rho_t",-1.78574
2017,1,171,171,"logit_rho_t",-1.77926
2017,1,172,172,"logit_rho_t",-1.83448
2017,1,173,173,"logit_rho_t",-1.88521
2017,1,174,174,"logit_rho_t",-1.85937
2017,1,175,175,"logit_rho_t",-1.5531
2017,1,176,176,"logit_rho_t",-1.42902
2017,1,177,177,"logit_rho_t",-1.59051
2017,1,178,178,"logit_rho_t",-1.46771
2017,1,179,179,"logit_rho_t",-1.35424
2017,1,180,180,"logit_rho_t",-1.34485
2017,1,181,181,"logit_rho_t",-1.46238
2017,1,182,182,"logit_rho_t",-1.28325
2017,1,183,183,"logit_rho_t",-1.36903
2017,1,184,184,"logit_rho_t",-1.65314
2017,1,185,185,"logit_rho_t",-1.74472
2017,1,186,186,"logit_rho_t",-1.46456
2017,1,187,187,"logit_rho_t",-1.39924
2017,1,188,188,"logit_rho_t",-1.28865
2017,1,189,189,"logit_rho_t",-1.92297
2017,1,190,190,"logit_rho_t",-1.49535
2017,1,191,191,"logit_rho_t",-1.96803
2017,1,192,192,"logit_rho_t",-2.24865
2017,1,193,193,"logit_rho_t",-2.28056
2017,1,194,194,"logit_rho_t",-2.22994
2017,1,195,195,"logit_rho_t",-2.19593
2017,1,196,196,"logit_rho_t",-2.24819
2017,1,197,197,"logit_rho_t",-1.95954
2017,1,198,198,"logit_rho_t",-2.07683
2017,1,199,199,"logit_rho_t",-1.58577
2017,1,200,200,"logit_rho_t",-1.86086
2017,1,201,201,"logit_rho_t",-2.14739
2017,1,202,202,"logit_rho_t",-1.69205
2017,1,203,203,"logit_rho_t",-1.2711
2017,1,204,204,"logit_rho_t",-1.52425
2017,1,205,205,"logit_rho_t",-1.24012
2017,1,206,206,"logit_rho_t",-1.53403
2017,1,207,207,"logit_rho_t",-1.72561
2017,1,208,208,"logit_rho_t",-1.3421
2017,1,209,209,"logit_rho_t",-2.03194
2017,1,210,210,"logit_rho_t",-1.96279
2017,1,211,211,"logit_rho_t",-1.97012
2017,1,212,212,"logit_rho_t",-1.69696
2017,1,213,213,"logit_rho_t",-1.89481
2017,1,214,214,"logit_rho_t",-2.09662
2017,1,215,215,"logit_rho_t",-1.88953
2017,1,216,216,"logit_rho_t",-1.43714
2017,1,217,217,"logit_rho_t",-1.31542
2017,1,218,218,"logit_rho_t",-1.4351
2017,1,219,219,"logit_rho_t",-1.35006
2017,1,220,220,"logit_rho_t",-1.65463
2017,1,221,221,"logit_rho_t",-1.98466
2017,1,222,222,"logit_rho_t",-1.86341
2017,1,223,223,"logit_rho_t",-1.9171
2017,1,224,224,"logit_rho_t",-1.93335
2017,1,225,225,"logit_rho_t",-1.88766
2017,1,226,226,"logit_rho_t",-1.80831
2017,1,227,227,"logit_rho_t",-1.9138
2017,1,228,228,"logit_rho_t",-1.78737
2017,1,229,229,"logit_rho_t",-1.75062
2017,1,230,230,"logit_rho_t",-1.58028
2017,1,231,231,"logit_rho_t",-1.67711
2017,1,232,232,"logit_rho_t",-1.88288
2017,1,233,233,"logit_rho_t",-2.07401
2017,1,234,234,"logit_rho_t",-1.77027
2017,1,235,235,"logit_rho_t",-1.78852
2017,1,236,236,"logit_rho_t",-1.75152
2017,1,237,237,"logit_rho_t",-1.57156
2017,1,238,238,"logit_rho_t",-1.75765
2017,1,239,239,"logit_rho_t",-1.90497
2017,1,240,240,"logit_rho_t",-1.59557
2017,1,241,241,"logit_rho_t",-1.88004
2017,1,242,242,"logit_rho_t",-1.957
2017,1,243,243,"logit_rho_t",-1.84976
2017,1,244,244,"logit_rho_t",-1.68487
2017,1,245,245,"logit_rho_t",-1.59727
2017,1,246,246,"logit_rho_t",-1.81094
2017,1,247,247,"logit_rho_t",-1.5569
2017,1,248,248,"logit_rho_t",-1.42148
2017,1,249,249,"logit_rho_t",-1.47658
2017,1,250,250,"logit_rho_t",-1.78222
2017,1,251,251,"logit_rho_t",-1.84184
2017,1,252,252,"logit_rho_t",-2.15275
2017,1,253,253,"logit_rho_t",-2.3222
2017,1,254,254,"logit_rho_t",-2.06994
2017,1,255,255,"logit_rho_t",-2.21706
2017,1,256,256,"logit_rho_t",-2.17131
2017,1,257,257,"logit_rho_t",-2.50339
2017,1,258,258,"logit_rho_t",-2.37515
2017,1,259,259,"logit_rho_t",-1.74437
2017,1,260,260,"logit_rho_t",-1.8675
2017,1,261,261,"logit_rho_t",-1.73275
2017,1,262,262,"logit_rho_t",-2.25065
2017,1,263,263,"logit_rho_t",-2.05355
2017,1,264,264,"logit_rho_t",-2.24997
2017,1,265,265,"logit_rho_t",-2.14374
2017,1,266,266,"logit_rho_t",-2.19972
2017,1,267,267,"logit_rho_t",-2.43099
2017,1,268,268,"logit_rho_t",-1.82156
2017,1,269,269,"logit_rho_t",-1.94984
2017,1,270,270,"logit_rho_t",-2.12593
2017,1,271,271,"logit_rho_t",-2.09328
2017,1,272,272,"logit_rho_t",-1.83189
2017,1,273,273,"logit_rho_t",-1.77057
2017,1,274,274,"logit_rho_t",-1.7243
2017,1,275,275,"logit_rho_t",-1.66239
2017,1,276,276,"logit_rho_t",-1.75447
2017,1,277,277,"logit_rho_t",-1.63088
2017,1,278,278,"logit_rho_t",-1.53164
2017,1,279,279,"logit_rho_t",-1.65237
2017,1,280,280,"logit_rho_t",-1.93085
2017,1,281,281,"logit_rho_t",-1.9256
2017,1,282,282,"logit_rho_t",-1.64886
2017,1,283,283,"logit_rho_t",-1.80366
2017,1,284,284,"logit_rho_t",-1.3318
2017,1,285,285,"logit_rho_t",-1.87722
2017,1,286,286,"logit_rho_t",-1.68025
2017,1,287,287,"logit_rho_t",-1.79109
2017,1,288,288,"logit_rho_t",-2.04708
2017,1,289,289,"logit_rho_t",-2.04689
2017,1,290,290,"logit_rho_t",-2.20459
2017,1,291,291,"logit_rho_t",-2.42715
2017,1,292,292,"logit_rho_t",-2.24333
2017,1,293,293,"logit_rho_t",-2.17585
2017,1,294,294,"logit_rho_t",-1.89783
2017,1,295,295,"logit_rho_t",-1.84911
2017,1,296,296,"logit_rho_t",-2.20395
2017,1,297,297,"logit_rho_t",-1.89548
2017,1,298,298,"logit_rho_t",-2.19339
2017,1,299,299,"logit_rho_t",-1.64428
2017,1,300,300,"logit_rho_t",-1.71
2017,2,1,301,"logit_rho_t",-1.45426
2017,2,2,302,"logit_rho_t",-1.32221
2017,2,3,303,"logit_rho_t",-1.66102
2017,2,4,304,"logit_rho_t",-1.61249
2017,2,5,305,"logit_rho_t",-1.97038
2017,2,6,306,"logit_rho_t",-1.77971
2017,2,7,307,"logit_rho_t",-1.61498
2017,2,8,308,"logit_rho_t",-1.75587
2017,2,9,309,"logit_rho_t",-1.79729
2017,2,10,310,"logit_rho_t",-1.36434
2017,2,11,311,"logit_rho_t",-1.58301
2017,2,12,312,"logit_rho_t",-1.94195
2017,2,13,313,"logit_rho_t",-2.02707
2017,2,14,314,"logit_rho_t",-1.60838
2017,2,15,315,"logit_rho_t",-1.55003
2017,2,16,316,"logit_rho_t",-1.3457
2017,2,17,317,"logit_rho_t",-1.39038
2017,2,18,318,"logit_rho_t",-1.95173
2017,2,19,319,"logit_rho_t",-2.05108
2017,2,20,320,"logit_rho_t",-2.38277
2017,2,21,321,"logit_rho_t",-2.39252
2017,2,22,322,"logit_rho_t",-2.51566
2017,2,23,323,"logit_rho_t",-2.15667
2017,2,24,324,"logit_rho_t",-2.1833
2017,2,25,325,"logit_rho_t",-1.92545
2017,2,26,326,"logit_rho_t",-2.05133
2017,2,27,327,"logit_rho_t",-1.81013
2017,2,28,328,"logit_rho_t",-1.59075
2017,2,29,329,"logit_rho_t",-1.78299
2017,2,30,330,"logit_rho_t",-1.59112
2017,2,31,331,"logit_rho_t",-1.19056
2017,2,32,332,"logit_rho_t",-1.85955
2017,2,33,333,"logit_rho_t",-1.84778
2017,2,34,334,"logit_rho_t",-1.99975
2017,2,35,335,"logit_rho_t",-1.87839
2017,2,36,336,"logit_rho_t",-1.60891
2017,2,37,337,"logit_rho_t",-1.69502
2017,2,38,338,"logit_rho_t",-1.90664
2017,2,39,339,"logit_rho_t",-2.14384
2017,2,40,340,"logit_rho_t",-2.10074
2017,2,41,341,"logit_rho_t",-1.84666
2017,2,42,342,"logit_rho_t",-1.62659
2017,2,43,343,"logit_rho_t",-1.87288
2017,2,44,344,"logit_rho_t",-1.52264
2017,2,45,345,"logit_rho_t",-1.32152
2017,2,46,346,"logit_rho_t",-1.33105
2017,2,47,347,"logit_rho_t",-1.6815
2017,2,48,348,"logit_rho_t",-1.35188
2017,2,49,349,"logit_rho_t",-1.36985
2017,2,50,350,"logit_rho_t",-1.9345
2017,2,51,351,"logit_rho_t",-1.8208
2017,2,52,352,"logit_rho_t",-1.72417
2017,2,53,353,"logit_rho_t",-1.99036
2017,2,54,354,"logit_rho_t",-1.90527
2017,2,55,355,"logit_rho_t",-2.19659
2017,2,56,356,"logit_rho_t",-2.04923
2017,2,57,357,"logit_rho_t",-1.84029
2017,2,58,358,"logit_rho_t",-1.72757
2017,2,59,359,"logit_rho_t",-1.54004
2017,2,60,360,"logit_rho_t",-1.5589
2017,2,61,361,"logit_rho_t",-1.6108
2017,2,62,362,"logit_rho_t",-1.69304
2017,2,63,363,"logit_rho_t",-1.63086
2017,2,64,364,"logit_rho_t",-1.85809
2017,2,65,365,"logit_rho_t",-1.9821
2017,2,66,366,"logit_rho_t",-1.97467
2017,2,67,367,"logit_rho_t",-1.52676
2017,2,68,368,"logit_rho_t",-1.69643
2017,2,69,369,"logit_rho_t",-1.52883
2017,2,70,370,"logit_rho_t",-1.51528
2017,2,71,371,"logit_rho_t",-1.42274
2017,2,72,372,"logit_rho_t",-1.46427
2017,2,73,373,"logit_rho_t",-1.92561
2017,2,74,374,"logit_rho_t",-2.01124
2017,2,75,375,"logit_rho_t",-2.03765
2017,2,76,376,"logit_rho_t",-2.0915
2017,2,77,377,"logit_rho_t",-2.238
2017,2,78,378,"logit_rho_t",-2.07256
2017,2,79,379,"logit_rho_t",-1.98499
2017,2,80,380,"logit_rho_t",-1.79062
2017,2,81,381,"logit_rho_t",-1.83462
2017,2,82,382,"logit_rho_t",-1.87732
2017,2,83,383,"logit_rho_t",-1.38108
2017,2,84,384,"logit_rho_t",-1.51196
2017,2,85,385,"logit_rho_t",-1.92389
2017,2,86,386,"logit_rho_t",-1.78942
2017,2,87,387,"logit_rho_t",-1.80577
2017,2,88,388,"logit_rho_t",-2.20578
2017,2,89,389,"logit_rho_t",-1.88861
2017,2,90,390,"logit_rho_t",-1.93133
2017,2,91,391,"logit_rho_t",-1.88108
2017,2,92,392,"logit_rho_t",-2.03758
2017,2,93,393,"logit_rho_t",-1.77458
2017,2,94,394,"logit_rho_t",-1.86128
2017,2,95,395,"logit_rho_t",-1.78727
2017,2,96,396,"logit_rho_t",-2.21715
2017,2,97,397,"logit_rho_t",-2.27105
2017,2,98,398,"logit_rho_t",-1.84845
2017,2,99,399,"logit_rho_t",-1.97243
2017,2,100,400,"logit_rho_t",-1.53083
2017,2,101,401,"logit_rho_t",-1.53515
2017,2,102,402,"logit_rho_t",-1.45326
2017,2,103,403,"logit_rho_t",-1.9553
2017,2,104,404,"logit_rho_t",-1.95969
2017,2,105,405,"logit_rho_t",-1.88098
2017,2,106,406,"logit_rho_t",-1.42589
2017,2,107,407,"logit_rho_t",-1.58707
2017,2,108,408,"logit_rho_t",-1.82343
2017,2,109,409,"logit_rho_t",-1.63841
2017,2,110,410,"logit_rho_t",-1.17216
2017,2,111,411,"logit_rho_t",-1.35706
2017,2,112,412,"logit_rho_t",-1.46525
2017,2,113,413,"logit_rho_t",-1.63861
2017,2,114,414,"logit_rho_t",-1.62581
2017,2,115,415,"logit_rho_t",-1.46545
2017,2,116,416,"logit_rho_t",-1.82774
2017,2,117,417,"logit_rho_t",-1.97327
2017,2,118,418,"logit_rho_t",-1.7264
2017,2,119,419,"logit_rho_t",-1.37288
2017,2,120,420,"logit_rho_t",-1.69043
2017,2,121,421,"logit_rho_t",-2.13539
2017,2,122,422,"logit_rho_t",-1.95512
2017,2,123,423,"logit_rho_t",-1.68338
2017,2,124,424,"logit_rho_t",-1.41636
2017,2,125,425,"logit_rho_t",-1.63546
2017,2,126,426,"logit_rho_t",-1.9257
2017,2,127,427,"logit_rho_t",-2.47063
2017,2,128,428,"logit_rho_t",-2.02211
2017,2,129,429,"logit_rho_t",-1.69946
2017,2,130,430,"logit_rho_t",-1.98818
2017,2,131,431,"logit_rho_t",-1.83153
2017,2,132,432,"logit_rho_t",-1.32087
2017,2,133,433,"logit_rho_t",-1.85604
2017,2,134,434,"logit_rho_t",-1.9839
2017,2,135,435,"logit_rho_t",-1.98498
2017,2,136,436,"logit_rho_t",-2.26237
2017,2,137,437,"logit_rho_t",-1.96134
2017,2,138,438,"logit_rho_t",-2.1124
2017,2,139,439,"logit_rho_t",-2.24558
2017,2,140,440,"logit_rho_t",-2.28594
2017,2,141,441,"logit_rho_t",-2.07091
2017,2,142,442,"logit_rho_t",-1.91246
2017,2,143,443,"logit_rho_t",-2.03739
2017,2,144,444,"logit_rho_t",-1.75663
2017,2,145,445,"logit_rho_t",-2.05983
2017,2,146,446,"logit_rho_t",-2.12582
2017,2,147,447,"logit_rho_t",-1.82504
2017,2,148,448,"logit_rho_t",-1.55216
2017,2,149,449,"logit_rho_t",-1.52386
2017,2,150,450,"logit_rho_t",-1.36792
2017,2,151,451,"logit_rho_t",-1.6126
2017,2,152,452,"logit_rho_t",-1.93256
2017,2,153,453,"logit_rho_t",-1.88462
2017,2,154,454,"logit_rho_t",-1.60859
2017,2,155,455,"logit_rho_t",-1.81721
2017,2,156,456,"logit_rho_t",-1.95865
2017,2,157,457,"logit_rho_t",-2.05009
2017,2,158,458,"logit_rho_t",-1.92634
2017,2,159,459,"logit_rho_t",-1.84011
2017,2,160,460,"logit_rho_t",-1.66762
2017,2,161,461,"logit_rho_t",-1.65302
2017,2,162,462,"logit_rho_t",-1.47549
2017,2,163,463,"logit_rho_t",-2.08031
2017,2,164,464,"logit_rho_t",-1.79073
2017,2,165,465,"logit_rho_t",-1.67218
2017,2,166,466,"logit_rho_t",-1.90313
2017,2,167,467,"logit_rho_t",-2.18425
2017,2,168,468,"logit_rho_t",-2.28542
2017,2,169,469,"logit_rho_t",-2.21661
2017,2,170,470,"logit_rho_t",-2.21961
2017,2,171,471,"logit_rho_t",-2.2115
2017,2,172,472,"logit_rho_t",-2.02528
2017,2,173,473,"logit_rho_t",-2.00845
2017,2,174,474,"logit_rho_t",-1.79334
2017,2,175,475,"logit_rho_t",-1.46489
2017,2,176,476,"logit_rho_t",-1.55736
2017,2,177,477,"logit_rho_t",-1.82037
2017,2,178,478,"logit_rho_t",-1.9997
2017,2,179,479,"logit_rho_t",-1.73329
2017,2,180,480,"logit_rho_t",-1.71192
2017,2,181,481,"logit_rho_t",-1.52186
2017,2,182,482,"logit_rho_t",-1.50532
2017,2,183,483,"logit_rho_t",-1.63455
2017,2,184,484,"logit_rho_t",-1.72802
2017,2,185,485,"logit_rho_t",-1.88101
2017,2,186,486,"logit_rho_t",-1.82667
2017,2,187,487,"logit_rho_t",-2.01915
2017,2,188,488,"logit_rho_t",-1.55457
2017,2,189,489,"logit_rho_t",-1.51281
2017,2,190,490,"logit_rho_t",-1.50624
2017,2,191,491,"logit_rho_t",-1.66787
2017,2,192,492,"logit_rho_t",-1.65968
2017,2,193,493,"logit_rho_t",-2.1907
2017,2,194,494,"logit_rho_t",-1.82293
2017,2,195,495,"logit_rho_t",-1.96731
2017,2,196,496,"logit_rho_t",-1.82183
2017,2,197,497,"logit_rho_t",-1.84607
2017,2,198,498,"logit_rho_t",-1.67795
2017,2,199,499,"logit_rho_t",-1.84744
2017,2,200,500,"logit_rho_t",-1.65211
2017,2,201,501,"logit_rho_t",-1.81263
2017,2,202,502,"logit_rho_t",-1.57264
2017,2,203,503,"logit_rho_t",-1.55099
2017,2,204,504,"logit_rho_t",-1.54859
2017,2,205,505,"logit_rho_t",-2.04136
2017,2,206,506,"logit_rho_t",-2.146
2017,2,207,507,"logit_rho_t",-1.83161
2017,2,208,508,"logit_rho_t",-1.5061
2017,2,209,509,"logit_rho_t",-1.71059
2017,2,210,510,"logit_rho_t",-1.41581
2017,2,211,511,"logit_rho_t",-1.60222
2017,2,212,512,"logit_rho_t",-1.43016
2017,2,213,513,"logit_rho_t",-1.47075
2017,2,214,514,"logit_rho_t",-1.71073
2017,2,215,515,"logit_rho_t",-2.08127
2017,2,216,516,"logit_rho_t",-1.96633
2017,2,217,517,"logit_rho_t",-1.75156
2017,2,218,518,"logit_rho_t",-1.85083
2017,2,219,519,"logit_rho_t",-1.91044
2017,2,220,520,"logit_rho_t",-1.8188
2017,2,221,521,"logit_rho_t",-2.11518
2017,2,222,522,"logit_rho_t",-1.89134
2017,2,223,523,"logit_rho_t",-1.85476
2017,2,224,524,"logit_rho_t",-1.8747
2017,2,225,525,"logit_rho_t",-1.91296
2017,2,226,526,"logit_rho_t",-1.96564
2017,2,227,527,"logit_rho_t",-1.62595
2017,2,228,528,"logit_rho_t",-1.61656
2017,2,229,529,"logit_rho_t",-1.71282
2017,2,230,530,"logit_rho_t",-1.32787
2017,2,231,531,"logit_rho_t",-1.84022
2017,2,232,532,"logit_rho_t",-1.90653
2017,2,233,533,"logit_rho_t",-1.58071
2017,2,234,534,"logit_rho_t",-1.39694
2017,2,235,535,"logit_rho_t",-1.55565
2017,2,236,536,"logit_rho_t",-1.48673
2017,2,237,537,"logit_rho_t",-1.66596
2017,2,238,538,"logit_rho_t",-1.7367
2017,2,239,539,"logit_rho_t",-1.41077
2017,2,240,540,"logit_rho_t",-1.57448
2017,2,241,541,"logit_rho_t",-1.91816
2017,2,242,542,"logit_rho_t",-2.22015
2017,2,243,543,"logit_rho_t",-2.14849
2017,2,244,544,"logit_rho_t",-1.64246
2017,2,245,545,"logit_rho_t",-1.43327
2017,2,246,546,"logit_rho_t",-1.80324
2017,2,247,547,"logit_rho_t",-1.70641
2017,2,248,548,"logit_rho_t",-1.32078
2017,2,249,549,"logit_rho_t",-1.83188
2017,2,250,550,"logit_rho_t",-1.58841
2017,2,251,551,"logit_rho_t",-1.51378
2017,2,252,552,"logit_rho_t",-1.91155
2017,2,253,553,"logit_rho_t",-1.49693
2017,2,254,554,"logit_rho_t",-1.57203
2017,2,255,555,"logit_rho_t",-1.55642
2017,2,256,556,"logit_rho_t",-1.69472
2017,2,257,557,"logit_rho_t",-1.5422
2017,2,258,558,"logit_rho_t",-1.23861
2017,2,259,559,"logit_rho_t",-1.39467
2017,2,260,560,"logit_rho_t",-1.58351
2017,2,261,561,"logit_rho_t",-1.89071
2017,2,262,562,"logit_rho_t",-2.04164
2017,2,263,563,"logit_rho_t",-1.88604
2017,2,264,564,"logit_rho_t",-1.76772
2017,2,265,565,"logit_rho_t",-2.19384
2017,2,266,566,"logit_rho_t",-1.8685
2017,2,267,567,"logit_rho_t",-1.94421
2017,2,268,568,"logit_rho_t",-1.72963
2017,2,269,569,"logit_rho_t",-1.79173
2017,2,270,570,"logit_rho_t",-1.76554
2017,2,271,571,"logit_rho_t",-1.34851
2017,2,272,572,"logit_rho_t",-1.32545
2017,2,273,573,"logit_rho_t",-1.60798
2017,2,274,574,"logit_rho_t",-1.38661
2017,2,275,575,"logit_rho_t",-1.70261
2017,2,276,576,"logit_rho_t",-1.32696
2017,2,277,577,"logit_rho_t",-1.71171
2017,2,278,578,"logit_rho_t",-1.64643
2017,2,279,579,"logit_rho_t",-1.97498
2017,2,280,580,"logit_rho_t",-1.91382
2017,2,281,581,"logit_rho_t",-2.04763
2017,2,282,582,"logit_rho_t",-2.05159
2017,2,283,583,"logit_rho_t",-1.67401
2017,2,284,584,"logit_rho_t",-1.79883
2017,2,285,585,"logit_rho_t",-1.61041
2017,2,286,586,"logit_rho_t",-1.94229
2017,2,287,587,"logit_rho_t",-1.88227
2017,2,288,588,"logit_rho_t",-2.0063
2017,2,289,589,"logit_rho_t",-1.88116
2017,2,290,590,"logit_rho_t",-1.74815
2017,2,291,591,"logit_rho_t",-1.66493
2017,2,292,592,"logit_rho_t",-1.67174
2017,2,293,593,"logit_rho_t",-1.80183
2017,2,294,594,"logit_rho_t",-1.72936
2017,2,295,595,"logit_rho_t",-1.79499
2017,2,296,596,"logit_rho_t",-1.96381
2017,2,297,597,"logit_rho_t",-1.97068
2017,2,298,598,"logit_rho_t",-1.7269
2017,2,299,599,"logit_rho_t",-1.87001
2017,2,300,600,"logit_rho_t",-1.8864
2017,3,1,601,"logit_rho_t",-1.65666
2017,3,2,602,"logit_rho_t",-1.62175
2017,3,3,603,"logit_rho_t",-1.46176
2017,3,4,604,"logit_rho_t",-1.35809
2017,3,5,605,"logit_rho_t",-1.54425
2017,3,6,606,"logit_rho_t",-1.5391
2017,3,7,607,"logit_rho_t",-1.72993
2017,3,8,608,"logit_rho_t",-1.85306
2017,3,9,609,"logit_rho_t",-2.11824
2017,3,10,610,"logit_rho_t",-2.19162
2017,3,11,611,"logit_rho_t",-2.005
2017,3,12,612,"logit_rho_t",-2.31878
2017,3,13,613,"logit_rho_t",-2.15897
2017,3,14,614,"logit_rho_t",-1.731
2017,3,15,615,"logit_rho_t",-1.70107
2017,3,16,616,"logit_rho_t",-1.64371
2017,3,17,617,"logit_rho_t",-1.96774
2017,3,18,618,"logit_rho_t",-1.67979
2017,3,19,619,"logit_rho_t",-1.70766
2017,3,20,620,"logit_rho_t",-2.04256
2017,3,21,621,"logit_rho_t",-2.07518
2017,3,22,622,"logit_rho_t",-1.84821
2017,3,23,623,"logit_rho_t",-1.79875
2017,3,24,624,"logit_rho_t",-1.91035
2017,3,25,625,"logit_rho_t",-2.2378
2017,3,26,626,"logit_rho_t",-2.26977
2017,3,27,627,"logit_rho_t",-2.07759
2017,3,28,628,"logit_rho_t",-2.14793
2017,3,29,629,"logit_rho_t",-1.73577
2017,3,30,630,"logit_rho_t",-1.53067
2017,3,31,631,"logit_rho_t",-1.57279
2017,3,32,632,"logit_rho_t",-1.39586
2017,3,33,633,"logit_rho_t",-1.31785
2017,3,34,634,"logit_rho_t",-1.68194
2017,3,35,635,"logit_rho_t",-1.73694
2017,3,36,636,"logit_rho_t",-1.88331
2017,3,37,637,"logit_rho_t",-1.70726
2017,3,38,638,"logit_rho_t",-1.75431
2017,3,39,639,"logit_rho_t",-1.48701
2017,3,40,640,"logit_rho_t",-1.82611
2017,3,41,641,"logit_rho_t",-1.85175
2017,3,42,642,"logit_rho_t",-2.12902
2017,3,43,643,"logit_rho_t",-2.12946
2017,3,44,644,"logit_rho_t",-2.16463
2017,3,45,645,"logit_rho_t",-1.89335
2017,3,46,646,"logit_rho_t",-1.75476
2017,3,47,647,"logit_rho_t",-1.27194
2017,3,48,648,"logit_rho_t",-1.56846
2017,3,49,649,"logit_rho_t",-1.37194
2017,3,50,650,"logit_rho_t",-1.59198
2017,3,51,651,"logit_rho_t",-1.81511
2017,3,52,652,"logit_rho_t",-1.90868
2017,3,53,653,"logit_rho_t",-1.83529
2017,3,54,654,"logit_rho_t",-1.78113
2017,3,55,655,"logit_rho_t",-1.66227
2017,3,56,656,"logit_rho_t",-1.55692
2017,3,57,657,"logit_rho_t",-1.75447
2017,3,58,658,"logit_rho_t",-1.52126
2017,3,59,659,"logit_rho_t",-1.68188
2017,3,60,660,"logit_rho_t",-1.66723
2017,3,61,661,"logit_rho_t",-1.65061
2017,3,62,662,"logit_rho_t",-1.65721
2017,3,63,663,"logit_rho_t",-1.70658
2017,3,64,664,"logit_rho_t",-1.84558
2017,3,65,665,"logit_rho_t",-2.26828
2017,3,66,666,"logit_rho_t",-2.13659
2017,3,67,667,"logit_rho_t",-2.10156
2017,3,68,668,"logit_rho_t",-2.05156
2017,3,69,669,"logit_rho_t",-1.98699
2017,3,70,670,"logit_rho_t",-1.8632
2017,3,71,671,"logit_rho_t",-1.76754
2017,3,72,672,"logit_rho_t",-1.67164
2017,3,73,673,"logit_rho_t",-1.63637
2017,3,74,674,"logit_rho_t",-1.91719
2017,3,75,675,"logit_rho_t",-2.02843
2017,3,76,676,"logit_rho_t",-1.65404
2017,3,77,677,"logit_rho_t",-1.49955
2017,3,78,678,"logit_rho_t",-1.44775
2017,3,79,679,"logit_rho_t",-2.00255
2017,3,80,680,"logit_rho_t",-1.59856
2017,3,81,681,"logit_rho_t",-1.63807
2017,3,82,682,"logit_rho_t",-1.84854
2017,3,83,683,"logit_rho_t",-1.53795
2017,3,84,684,"logit_rho_t",-1.65082
2017,3,85,685,"logit_rho_t",-1.83439
2017,3,86,686,"logit_rho_t",-1.76271
2017,3,87,687,"logit_rho_t",-2.1017
2017,3,88,688,"logit_rho_t",-2.05817
