"Sex","Age_bin_idx",".chain",".iteration",".draw","variable","value"
"F",4,2,209,509,"logit_rho",-3.13311
"F",4,2,210,510,"logit_rho",-3.33434
"F",4,2,211,511,"logit_rho",-3.18009
"F",4,2,212,512,"logit_rho",-3.25156
"F",4,2,213,513,"logit_rho",-3.19734
"F",4,2,214,514,"logit_rho",-3.21939
"F",4,2,215,515,"logit_rho",-2.79096
"F",4,2,216,516,"logit_rho",-2.88072
"F",4,2,217,517,"logit_rho",-3.1904
"F",4,2,218,518,"logit_rho",-2.98823
"F",4,2,219,519,"logit_rho",-2.91535
"F",4,2,220,520,"logit_rho",-2.9919
"F",4,2,221,521,"logit_rho",-2.82253
"F",4,2,222,522,"logit_rho",-2.97603
"F",4,2,223,523,"logit_rho",-2.96602
"F",4,2,224,524,"logit_rho",-2.87596
"F",4,2,225,525,"logit_rho",-2.98646
"F",4,2,226,526,"logit_rho",-2.89176
"F",4,2,227,527,"logit_rho",-3.06198
"F",4,2,228,528,"logit_rho",-3.10373
"F",4,2,229,529,"logit_rho",-3.15807
"F",4,2,230,530,"logit_rho",-3.44478
"F",4,2,231,531,"logit_rho",-2.96481
"F",4,2,232,532,"logit_rho",-3.05187
"F",4,2,233,533,"logit_rho",-3.323
"F",4,2,234,534,"logit_rho",-3.45476
"F",4,2,235,535,"logit_rho",-3.32342
"F",4,2,236,536,"logit_rho",-3.29023
"F",4,2,237,537,"logit_rho",-3.22353
"F",4,2,238,538,"logit_rho",-3.15096
"F",4,2,239,539,"logit_rho",-3.37892
"F",4,2,240,540,"logit_rho",-3.32556
"F",4,2,241,541,"logit_rho",-3.03296
"F",4,2,242,542,"logit_rho",-2.87716
"F",4,2,243,543,"logit_rho",-2.83447
"F",4,2,244,544,"logit_rho",-3.17004
"F",4,2,245,545,"logit_rho",-3.21551
"F",4,2,246,546,"logit_rho",-3.08414
"F",4,2,247,547,"logit_rho",-3.13924
"F",4,2,248,548,"logit_rho",-3.41049
"F",4,2,249,549,"logit_rho",-3.20932
"F",4,2,250,550,"logit_rho",-3.24422
"F",4,2,251,551,"logit_rho",-3.17187
"F",4,2,252,552,"logit_rho",-2.94542
"F",4,2,253,553,"logit_rho",-3.24633
"F",4,2,254,554,"logit_rho",-3.21566
"F",4,2,255,555,"logit_rho",-3.12247
"F",4,2,256,556,"logit_rho",-3.19374
"F",4,2,257,557,"logit_rho",-3.40587
"F",4,2,258,558,"logit_rho",-3.513
"F",4,2,259,559,"logit_rho",-3.46663
"F",4,2,260,560,"logit_rho",-3.29618
"F",4,2,261,561,"logit_rho",-3.16018
"F",4,2,262,562,"logit_rho",-2.88497
"F",4,2,263,563,"logit_rho",-3.05693
"F",4,2,264,564,"logit_rho",-3.14046
"F",4,2,265,565,"logit_rho",-2.81736
"F",4,2,266,566,"logit_rho",-2.99546
"F",4,2,267,567,"logit_rho",-2.89431
"F",4,2,268,568,"logit_rho",-3.15862
"F",4,2,269,569,"logit_rho",-3.18781
"F",4,2,270,570,"logit_rho",-3.11045
"F",4,2,271,571,"logit_rho",-3.47492
"F",4,2,272,572,"logit_rho",-3.45938
"F",4,2,273,573,"logit_rho",-3.22913
"F",4,2,274,574,"logit_rho",-3.34667
"F",4,2,275,575,"logit_rho",-3.26126
"F",4,2,276,576,"logit_rho",-3.52614
"F",4,2,277,577,"logit_rho",-3.05907
"F",4,2,278,578,"logit_rho",-3.08097
"F",4,2,279,579,"logit_rho",-3.02397
"F",4,2,280,580,"logit_rho",-2.98393
"F",4,2,281,581,"logit_rho",-2.78544
"F",4,2,282,582,"logit_rho",-2.90704
"F",4,2,283,583,"logit_rho",-3.19744
"F",4,2,284,584,"logit_rho",-3.08071
"F",4,2,285,585,"logit_rho",-3.30204
"F",4,2,286,586,"logit_rho",-3.01411
"F",4,2,287,587,"logit_rho",-3.07055
"F",4,2,288,588,"logit_rho",-2.9276
"F",4,2,289,589,"logit_rho",-3.05023
"F",4,2,290,590,"logit_rho",-3.05488
"F",4,2,291,591,"logit_rho",-3.16288
"F",4,2,292,592,"logit_rho",-3.14066
"F",4,2,293,593,"logit_rho",-3.19573
"F",4,2,294,594,"logit_rho",-3.20422
"F",4,2,295,595,"logit_rho",-3.08378
"F",4,2,296,596,"logit_rho",-2.93884
"F",4,2,297,597,"logit_rho",-2.943
"F",4,2,298,598,"logit_rho",-3.0798
"F",4,2,299,599,"logit_rho",-2.88899
"F",4,2,300,600,"logit_rho",-2.94124
"F",4,3,1,601,"logit_rho",-3.22831
"F",4,3,2,602,"logit_rho",-3.20926
"F",4,3,3,603,"logit_rho",-3.36139
"F",4,3,4,604,"logit_rho",-3.33461
"F",4,3,5,605,"logit_rho",-3.28415
"F",4,3,6,606,"logit_rho",-3.37021
"F",4,3,7,607,"logit_rho",-3.08699
"F",4,3,8,608,"logit_rho",-2.9844
"F",4,3,9,609,"logit_rho",-2.70154
"F",4,3,10,610,"logit_rho",-2.79307
"F",4,3,11,611,"logit_rho",-2.90355
"F",4,3,12,612,"logit_rho",-2.68195
"F",4,3,13,613,"logit_rho",-2.77446
"F",4,3,14,614,"logit_rho",-3.13128
"F",4,3,15,615,"logit_rho",-3.05611
"F",4,3,16,616,"logit_rho",-3.11747
"F",4,3,17,617,"logit_rho",-2.94747
"F",4,3,18,618,"logit_rho",-3.10126
"F",4,3,19,619,"logit_rho",-3.19085
"F",4,3,20,620,"logit_rho",-2.80851
"F",4,3,21,621,"logit_rho",-2.81792
"F",4,3,22,622,"logit_rho",-3.01687
"F",4,3,23,623,"logit_rho",-3.13356
"F",4,3,24,624,"logit_rho",-2.96412
"F",4,3,25,625,"logit_rho",-2.73359
"F",4,3,26,626,"logit_rho",-2.65312
"F",4,3,27,627,"logit_rho",-2.86533
"F",4,3,28,628,"logit_rho",-2.88759
"F",4,3,29,629,"logit_rho",-3.21187
"F",4,3,30,630,"logit_rho",-3.38537
"F",4,3,31,631,"logit_rho",-3.24806
"F",4,3,32,632,"logit_rho",-3.39094
"F",4,3,33,633,"logit_rho",-3.42338
"F",4,3,34,634,"logit_rho",-3.21827
"F",4,3,35,635,"logit_rho",-3.12294
"F",4,3,36,636,"logit_rho",-2.96254
"F",4,3,37,637,"logit_rho",-3.06073
"F",4,3,38,638,"logit_rho",-3.17916
"F",4,3,39,639,"logit_rho",-3.2876
"F",4,3,40,640,"logit_rho",-3.0485
"F",4,3,41,641,"logit_rho",-3.06189
"F",4,3,42,642,"logit_rho",-2.79144
"F",4,3,43,643,"logit_rho",-2.72286
"F",4,3,44,644,"logit_rho",-2.70799
"F",4,3,45,645,"logit_rho",-2.84888
"F",4,3,46,646,"logit_rho",-3.0527
"F",4,3,47,647,"logit_rho",-3.48792
"F",4,3,48,648,"logit_rho",-3.25345
"F",4,3,49,649,"logit_rho",-3.38708
"F",4,3,50,650,"logit_rho",-3.27413
"F",4,3,51,651,"logit_rho",-3.0726
"F",4,3,52,652,"logit_rho",-2.98658
"F",4,3,53,653,"logit_rho",-3.01234
"F",4,3,54,654,"logit_rho",-3.29356
"F",4,3,55,655,"logit_rho",-3.2843
"F",4,3,56,656,"logit_rho",-3.36369
"F",4,3,57,657,"logit_rho",-3.13027
"F",4,3,58,658,"logit_rho",-3.37467
"F",4,3,59,659,"logit_rho",-3.25092
"F",4,3,60,660,"logit_rho",-3.14082
"F",4,3,61,661,"logit_rho",-3.13894
"F",4,3,62,662,"logit_rho",-3.19676
"F",4,3,63,663,"logit_rho",-3.20023
"F",4,3,64,664,"logit_rho",-3.14742
"F",4,3,65,665,"logit_rho",-2.72345
"F",4,3,66,666,"logit_rho",-2.76245
"F",4,3,67,667,"logit_rho",-2.84094
"F",4,3,68,668,"logit_rho",-2.77899
"F",4,3,69,669,"logit_rho",-2.92906
"F",4,3,70,670,"logit_rho",-3.04847
"F",4,3,71,671,"logit_rho",-3.07634
"F",4,3,72,672,"logit_rho",-3.20916
"F",4,3,73,673,"logit_rho",-3.28886
"F",4,3,74,674,"logit_rho",-3.06181
"F",4,3,75,675,"logit_rho",-2.94344
"F",4,3,76,676,"logit_rho",-3.19174
"F",4,3,77,677,"logit_rho",-3.37186
"F",4,3,78,678,"logit_rho",-3.44069
"F",4,3,79,679,"logit_rho",-2.88469
"F",4,3,80,680,"logit_rho",-3.24885
"F",4,3,81,681,"logit_rho",-3.10408
"F",4,3,82,682,"logit_rho",-3.0814
"F",4,3,83,683,"logit_rho",-3.32292
"F",4,3,84,684,"logit_rho",-3.24725
"F",4,3,85,685,"logit_rho",-3.08482
"F",4,3,86,686,"logit_rho",-3.15338
"F",4,3,87,687,"logit_rho",-2.90822
"F",4,3,88,688,"logit_rho",-2.94588
"F",4,3,89,689,"logit_rho",-2.93636
"F",4,3,90,690,"logit_rho",-2.87577
"F",4,3,91,691,"logit_rho",-2.7974
"F",4,3,92,692,"logit_rho",-2.80682
"F",4,3,93,693,"logit_rho",-3.40618
"F",4,3,94,694,"logit_rho",-3.17362
"F",4,3,95,695,"logit_rho",-3.05123
"F",4,3,96,696,"logit_rho",-3.13642
"F",4,3,97,697,"logit_rho",-2.93461
"F",4,3,98,698,"logit_rho",-3.00286
"F",4,3,99,699,"logit_rho",-3.02692
"F",4,3,100,700,"logit_rho",-3.31919
"F",4,3,101,701,"logit_rho",-3.34429
"F",4,3,102,702,"logit_rho",-3.44619
"F",4,3,103,703,"logit_rho",-3.18646
"F",4,3,104,704,"logit_rho",-3.39362
"F",4,3,105,705,"logit_rho",-3.42881
"F",4,3,106,706,"logit_rho",-3.17817
"F",4,3,107,707,"logit_rho",-2.98606
"F",4,3,108,708,"logit_rho",-2.67572
"F",4,3,109,709,"logit_rho",-2.4807
"F",4,3,110,710,"logit_rho",-2.95388
"F",4,3,111,711,"logit_rho",-3.15133
"F",4,3,112,712,"logit_rho",-3.33739
"F",4,3,113,713,"logit_rho",-3.15791
"F",4,3,114,714,"logit_rho",-3.10624
"F",4,3,115,715,"logit_rho",-3.19572
"F",4,3,116,716,"logit_rho",-3.12627
"F",4,3,117,717,"logit_rho",-3.16152
"F",4,3,118,718,"logit_rho",-3.1656
"F",4,3,119,719,"logit_rho",-3.25781
"F",4,3,120,720,"logit_rho",-3.19848
"F",4,3,121,721,"logit_rho",-3.07626
"F",4,3,122,722,"logit_rho",-3.1345
"F",4,3,123,723,"logit_rho",-3.0566
"F",4,3,124,724,"logit_rho",-2.89271
"F",4,3,125,725,"logit_rho",-3.25176
"F",4,3,126,726,"logit_rho",-3.28921
"F",4,3,127,727,"logit_rho",-3.13199
"F",4,3,128,728,"logit_rho",-2.81945
"F",4,3,129,729,"logit_rho",-3.08078
"F",4,3,130,730,"logit_rho",-2.89039
"F",4,3,131,731,"logit_rho",-3.06687
"F",4,3,132,732,"logit_rho",-3.11686
"F",4,3,133,733,"logit_rho",-3.0937
"F",4,3,134,734,"logit_rho",-3.21331
"F",4,3,135,735,"logit_rho",-3.18187
"F",4,3,136,736,"logit_rho",-3.25365
"F",4,3,137,737,"logit_rho",-3.25111
"F",4,3,138,738,"logit_rho",-2.95869
"F",4,3,139,739,"logit_rho",-3.28858
"F",4,3,140,740,"logit_rho",-3.16078
"F",4,3,141,741,"logit_rho",-3.20666
"F",4,3,142,742,"logit_rho",-3.10374
"F",4,3,143,743,"logit_rho",-3.14898
"F",4,3,144,744,"logit_rho",-3.24739
"F",4,3,145,745,"logit_rho",-3.19893
"F",4,3,146,746,"logit_rho",-3.1672
"F",4,3,147,747,"logit_rho",-2.91543
"F",4,3,148,748,"logit_rho",-2.7098
"F",4,3,149,749,"logit_rho",-2.83738
"F",4,3,150,750,"logit_rho",-2.93054
"F",4,3,151,751,"logit_rho",-3.00073
"F",4,3,152,752,"logit_rho",-2.93772
"F",4,3,153,753,"logit_rho",-3.17247
"F",4,3,154,754,"logit_rho",-3.29211
"F",4,3,155,755,"logit_rho",-3.27225
"F",4,3,156,756,"logit_rho",-3.49205
"F",4,3,157,757,"logit_rho",-3.31985
"F",4,3,158,758,"logit_rho",-3.22695
"F",4,3,159,759,"logit_rho",-3.21589
"F",4,3,160,760,"logit_rho",-3.3824
"F",4,3,161,761,"logit_rho",-3.05217
"F",4,3,162,762,"logit_rho",-2.98304
"F",4,3,163,763,"logit_rho",-3.19551
"F",4,3,164,764,"logit_rho",-2.96073
"F",4,3,165,765,"logit_rho",-3.28239
"F",4,3,166,766,"logit_rho",-2.86839
"F",4,3,167,767,"logit_rho",-3.07144
"F",4,3,168,768,"logit_rho",-3.08452
"F",4,3,169,769,"logit_rho",-3.06586
"F",4,3,170,770,"logit_rho",-2.79291
"F",4,3,171,771,"logit_rho",-2.7983
"F",4,3,172,772,"logit_rho",-2.96591
"F",4,3,173,773,"logit_rho",-3.26519
"F",4,3,174,774,"logit_rho",-3.26644
"F",4,3,175,775,"logit_rho",-3.48101
"F",4,3,176,776,"logit_rho",-3.19358
"F",4,3,177,777,"logit_rho",-3.13999
"F",4,3,178,778,"logit_rho",-3.02995
"F",4,3,179,779,"logit_rho",-3.08917
"F",4,3,180,780,"logit_rho",-3.28438
"F",4,3,181,781,"logit_rho",-3.13103
"F",4,3,182,782,"logit_rho",-3.08288
"F",4,3,183,783,"logit_rho",-3.22402
"F",4,3,184,784,"logit_rho",-3.43343
"F",4,3,185,785,"logit_rho",-3.13526
"F",4,3,186,786,"logit_rho",-3.11706
"F",4,3,187,787,"logit_rho",-3.34518
"F",4,3,188,788,"logit_rho",-3.36666
"F",4,3,189,789,"logit_rho",-3.33658
"F",4,3,190,790,"logit_rho",-3.31628
"F",4,3,191,791,"logit_rho",-2.70053
"F",4,3,192,792,"logit_rho",-2.54449
"F",4,3,193,793,"logit_rho",-2.848
"F",4,3,194,794,"logit_rho",-2.85772
"F",4,3,195,795,"logit_rho",-3.01569
"F",4,3,196,796,"logit_rho",-3.24182
"F",4,3,197,797,"logit_rho",-3.19055
"F",4,3,198,798,"logit_rho",-2.88032
"F",4,3,199,799,"logit_rho",-3.01118
"F",4,3,200,800,"logit_rho",-2.99106
"F",4,3,201,801,"logit_rho",-3.24344
"F",4,3,202,802,"logit_rho",-3.12485
"F",4,3,203,803,"logit_rho",-2.83152
"F",4,3,204,804,"logit_rho",-3.2173
"F",4,3,205,805,"logit_rho",-3.06771
"F",4,3,206,806,"logit_rho",-2.94638
"F",4,3,207,807,"logit_rho",-3.02273
"F",4,3,208,808,"logit_rho",-3.21298
"F",4,3,209,809,"logit_rho",-3.26428
"F",4,3,210,810,"logit_rho",-3.26395
"F",4,3,211,811,"logit_rho",-2.96818
"F",4,3,212,812,"logit_rho",-3.22445
"F",4,3,213,813,"logit_rho",-3.0263
"F",4,3,214,814,"logit_rho",-3.02819
"F",4,3,215,815,"logit_rho",-2.72329
"F",4,3,216,816,"logit_rho",-2.6322
"F",4,3,217,817,"logit_rho",-2.84837
"F",4,3,218,818,"logit_rho",-2.80658
"F",4,3,219,819,"logit_rho",-3.23732
"F",4,3,220,820,"logit_rho",-3.07944
"F",4,3,221,821,"logit_rho",-2.93386
"F",4,3,222,822,"logit_rho",-2.76129
"F",4,3,223,823,"logit_rho",-2.6525
"F",4,3,224,824,"logit_rho",-3.03552
"F",4,3,225,825,"logit_rho",-3.30485
"F",4,3,226,826,"logit_rho",-2.87517
"F",4,3,227,827,"logit_rho",-3.06141
"F",4,3,228,828,"logit_rho",-3.07307
"F",4,3,229,829,"logit_rho",-3.17963
"F",4,3,230,830,"logit_rho",-3.11154
"F",4,3,231,831,"logit_rho",-2.75878
"F",4,3,232,832,"logit_rho",-2.68658
"F",4,3,233,833,"logit_rho",-2.71661
"F",4,3,234,834,"logit_rho",-2.61941
"F",4,3,235,835,"logit_rho",-2.70859
"F",4,3,236,836,"logit_rho",-2.76746
"F",4,3,237,837,"logit_rho",-2.89389
"F",4,3,238,838,"logit_rho",-2.97354
"F",4,3,239,839,"logit_rho",-3.27387
"F",4,3,240,840,"logit_rho",-3.2834
"F",4,3,241,841,"logit_rho",-3.50164
"F",4,3,242,842,"logit_rho",-3.27011
"F",4,3,243,843,"logit_rho",-3.24338
"F",4,3,244,844,"logit_rho",-3.41331
"F",4,3,245,845,"logit_rho",-3.31209
"F",4,3,246,846,"logit_rho",-3.18211
"F",4,3,247,847,"logit_rho",-3.08745
"F",4,3,248,848,"logit_rho",-3.17675
"F",4,3,249,849,"logit_rho",-3.38888
"F",4,3,250,850,"logit_rho",-2.96021
"F",4,3,251,851,"logit_rho",-2.85166
"F",4,3,252,852,"logit_rho",-3.12822
"F",4,3,253,853,"logit_rho",-2.87352
"F",4,3,254,854,"logit_rho",-3.16487
"F",4,3,255,855,"logit_rho",-3.15238
"F",4,3,256,856,"logit_rho",-2.77039
"F",4,3,257,857,"logit_rho",-2.85429
"F",4,3,258,858,"logit_rho",-2.75563
"F",4,3,259,859,"logit_rho",-2.91777
"F",4,3,260,860,"logit_rho",-2.94088
"F",4,3,261,861,"logit_rho",-2.9005
"F",4,3,262,862,"logit_rho",-2.90933
"F",4,3,263,863,"logit_rho",-2.87251
"F",4,3,264,864,"logit_rho",-2.77958
"F",4,3,265,865,"logit_rho",-2.8874
"F",4,3,266,866,"logit_rho",-3.06867
"F",4,3,267,867,"logit_rho",-2.72065
"F",4,3,268,868,"logit_rho",-2.903
"F",4,3,269,869,"logit_rho",-2.91515
"F",4,3,270,870,"logit_rho",-3.12707
"F",4,3,271,871,"logit_rho",-2.85888
"F",4,3,272,872,"logit_rho",-2.77893
"F",4,3,273,873,"logit_rho",-2.80031
"F",4,3,274,874,"logit_rho",-2.95712
"F",4,3,275,875,"logit_rho",-2.78767
"F",4,3,276,876,"logit_rho",-2.79368
"F",4,3,277,877,"logit_rho",-3.13481
"F",4,3,278,878,"logit_rho",-3.07949
"F",4,3,279,879,"logit_rho",-2.97003
"F",4,3,280,880,"logit_rho",-3.07428
"F",4,3,281,881,"logit_rho",-2.64264
"F",4,3,282,882,"logit_rho",-3.28399
"F",4,3,283,883,"logit_rho",-3.05589
"F",4,3,284,884,"logit_rho",-3.03947
"F",4,3,285,885,"logit_rho",-2.96316
"F",4,3,286,886,"logit_rho",-3.01408
"F",4,3,287,887,"logit_rho",-2.95618
"F",4,3,288,888,"logit_rho",-3.07002
"F",4,3,289,889,"logit_rho",-3.10468
"F",4,3,290,890,"logit_rho",-3.17616
"F",4,3,291,891,"logit_rho",-3.08465
"F",4,3,292,892,"logit_rho",-3.16885
"F",4,3,293,893,"logit_rho",-3.23356
"F",4,3,294,894,"logit_rho",-3.09655
"F",4,3,295,895,"logit_rho",-3.33556
"F",4,3,296,896,"logit_rho",-3.3924
"F",4,3,297,897,"logit_rho",-3.54366
"F",4,3,298,898,"logit_rho",-3.47955
"F",4,3,299,899,"logit_rho",-3.47256
"F",4,3,300,900,"logit_rho",-3.31708
"F",4,4,1,901,"logit_rho",-3.28416
"F",4,4,2,902,"logit_rho",-3.34774
"F",4,4,3,903,"logit_rho",-3.2861
"F",4,4,4,904,"logit_rho",-3.25936
"F",4,4,5,905,"logit_rho",-3.08146
"F",4,4,6,906,"logit_rho",-3.20169
"F",4,4,7,907,"logit_rho",-3.05756
"F",4,4,8,908,"logit_rho",-2.9931
"F",4,4,9,909,"logit_rho",-3.29183
"F",4,4,10,910,"logit_rho",-3.09174
"F",4,4,11,911,"logit_rho",-3.00445
"F",4,4,12,912,"logit_rho",-3.10262
"F",4,4,13,913,"logit_rho",-3.24488
"F",4,4,14,914,"logit_rho",-2.81096
"F",4,4,15,915,"logit_rho",-3.01384
"F",4,4,16,916,"logit_rho",-3.00803
"F",4,4,17,917,"logit_rho",-3.37242
"F",4,4,18,918,"logit_rho",-3.29198
"F",4,4,19,919,"logit_rho",-3.20052
"F",4,4,20,920,"logit_rho",-2.99868
"F",4,4,21,921,"logit_rho",-2.71448
"F",4,4,22,922,"logit_rho",-2.65949
"F",4,4,23,923,"logit_rho",-2.69096
"F",4,4,24,924,"logit_rho",-2.3976
"F",4,4,25,925,"logit_rho",-2.94362
"F",4,4,26,926,"logit_rho",-2.84772
"F",4,4,27,927,"logit_rho",-2.71399
"F",4,4,28,928,"logit_rho",-3.05022
"F",4,4,29,929,"logit_rho",-3.34477
"F",4,4,30,930,"logit_rho",-3.42453
"F",4,4,31,931,"logit_rho",-3.07811
"F",4,4,32,932,"logit_rho",-3.16232
"F",4,4,33,933,"logit_rho",-2.96013
"F",4,4,34,934,"logit_rho",-3.06994
"F",4,4,35,935,"logit_rho",-2.98775
"F",4,4,36,936,"logit_rho",-2.84796
"F",4,4,37,937,"logit_rho",-3.02174
"F",4,4,38,938,"logit_rho",-2.87699
"F",4,4,39,939,"logit_rho",-3.11227
"F",4,4,40,940,"logit_rho",-3.16211
"F",4,4,41,941,"logit_rho",-3.07318
"F",4,4,42,942,"logit_rho",-3.09257
"F",4,4,43,943,"logit_rho",-2.76268
"F",4,4,44,944,"logit_rho",-2.67812
"F",4,4,45,945,"logit_rho",-2.93621
"F",4,4,46,946,"logit_rho",-2.98148
"F",4,4,47,947,"logit_rho",-3.0646
"F",4,4,48,948,"logit_rho",-3.22061
"F",4,4,49,949,"logit_rho",-3.18487
"F",4,4,50,950,"logit_rho",-2.81662
"F",4,4,51,951,"logit_rho",-2.73469
"F",4,4,52,952,"logit_rho",-3.22787
"F",4,4,53,953,"logit_rho",-2.99004
"F",4,4,54,954,"logit_rho",-3.53217
"F",4,4,55,955,"logit_rho",-3.39479
"F",4,4,56,956,"logit_rho",-3.42152
"F",4,4,57,957,"logit_rho",-3.40324
"F",4,4,58,958,"logit_rho",-3.25784
"F",4,4,59,959,"logit_rho",-3.19533
"F",4,4,60,960,"logit_rho",-2.95157
"F",4,4,61,961,"logit_rho",-2.71922
"F",4,4,62,962,"logit_rho",-3.12182
"F",4,4,63,963,"logit_rho",-3.51244
"F",4,4,64,964,"logit_rho",-3.20876
"F",4,4,65,965,"logit_rho",-3.18938
"F",4,4,66,966,"logit_rho",-3.18563
"F",4,4,67,967,"logit_rho",-3.57656
"F",4,4,68,968,"logit_rho",-3.38101
"F",4,4,69,969,"logit_rho",-2.95751
"F",4,4,70,970,"logit_rho",-3.08555
"F",4,4,71,971,"logit_rho",-3.2867
"F",4,4,72,972,"logit_rho",-3.28362
"F",4,4,73,973,"logit_rho",-3.15121
"F",4,4,74,974,"logit_rho",-3.13352
"F",4,4,75,975,"logit_rho",-2.98294
"F",4,4,76,976,"logit_rho",-2.9691
"F",4,4,77,977,"logit_rho",-3.4099
"F",4,4,78,978,"logit_rho",-3.57497
"F",4,4,79,979,"logit_rho",-3.27108
"F",4,4,80,980,"logit_rho",-3.397
"F",4,4,81,981,"logit_rho",-3.27629
"F",4,4,82,982,"logit_rho",-3.25557
"F",4,4,83,983,"logit_rho",-3.30644
"F",4,4,84,984,"logit_rho",-2.94013
"F",4,4,85,985,"logit_rho",-3.08211
"F",4,4,86,986,"logit_rho",-2.76644
"F",4,4,87,987,"logit_rho",-2.85995
"F",4,4,88,988,"logit_rho",-2.94544
"F",4,4,89,989,"logit_rho",-3.24327
"F",4,4,90,990,"logit_rho",-3.07955
"F",4,4,91,991,"logit_rho",-3.33916
"F",4,4,92,992,"logit_rho",-3.1672
"F",4,4,93,993,"logit_rho",-2.94457
"F",4,4,94,994,"logit_rho",-2.89227
"F",4,4,95,995,"logit_rho",-3.13239
"F",4,4,96,996,"logit_rho",-3.14181
"F",4,4,97,997,"logit_rho",-3.29333
"F",4,4,98,998,"logit_rho",-3.49622
"F",4,4,99,999,"logit_rho",-3.56062
"F",4,4,100,1000,"logit_rho",-3.56039
"F",4,4,101,1001,"logit_rho",-3.29679
"F",4,4,102,1002,"logit_rho",-3.29919
"F",4,4,103,1003,"logit_rho",-2.88581
"F",4,4,104,1004,"logit_rho",-2.95807
"F",4,4,105,1005,"logit_rho",-2.95109
"F",4,4,106,1006,"logit_rho",-3.02738
"F",4,4,107,1007,"logit_rho",-2.97852
"F",4,4,108,1008,"logit_rho",-3.16281
"F",4,4,109,1009,"logit_rho",-3.55517
"F",4,4,110,1010,"logit_rho",-2.88908
"F",4,4,111,1011,"logit_rho",-3.17297
"F",4,4,112,1012,"logit_rho",-2.78021
"F",4,4,113,1013,"logit_rho",-2.85205
"F",4,4,114,1014,"logit_rho",-2.70401
"F",4,4,115,1015,"logit_rho",-2.61677
"F",4,4,116,1016,"logit_rho",-2.77814
"F",4,4,117,1017,"logit_rho",-2.93555
"F",4,4,118,1018,"logit_rho",-2.91465
"F",4,4,119,1019,"logit_rho",-3.1921
"F",4,4,120,1020,"logit_rho",-3.23335
"F",4,4,121,1021,"logit_rho",-3.21957
"F",4,4,122,1022,"logit_rho",-3.15573
"F",4,4,123,1023,"logit_rho",-3.16256
"F",4,4,124,1024,"logit_rho",-3.02669
"F",4,4,125,1025,"logit_rho",-3.4138
"F",4,4,126,1026,"logit_rho",-3.23522
"F",4,4,127,1027,"logit_rho",-2.76065
"F",4,4,128,1028,"logit_rho",-2.34811
"F",4,4,129,1029,"logit_rho",-2.74474
"F",4,4,130,1030,"logit_rho",-3.00328
"F",4,4,131,1031,"logit_rho",-2.76785
"F",4,4,132,1032,"logit_rho",-2.69129
"F",4,4,133,1033,"logit_rho",-2.84229
"F",4,4,134,1034,"logit_rho",-2.74913
"F",4,4,135,1035,"logit_rho",-2.4306
"F",4,4,136,1036,"logit_rho",-2.7094
"F",4,4,137,1037,"logit_rho",-2.58092
"F",4,4,138,1038,"logit_rho",-2.75853
"F",4,4,139,1039,"logit_rho",-2.51899
"F",4,4,140,1040,"logit_rho",-2.69004
"F",4,4,141,1041,"logit_rho",-3.0206
"F",4,4,142,1042,"logit_rho",-3.10942
"F",4,4,143,1043,"logit_rho",-3.46367
"F",4,4,144,1044,"logit_rho",-3.30003
"F",4,4,145,1045,"logit_rho",-3.19468
"F",4,4,146,1046,"logit_rho",-3.22572
"F",4,4,147,1047,"logit_rho",-2.91259
"F",4,4,148,1048,"logit_rho",-2.76567
"F",4,4,149,1049,"logit_rho",-2.805
"F",4,4,150,1050,"logit_rho",-2.71424
"F",4,4,151,1051,"logit_rho",-2.59062
"F",4,4,152,1052,"logit_rho",-3.18022
"F",4,4,153,1053,"logit_rho",-2.76276
"F",4,4,154,1054,"logit_rho",-3.17672
"F",4,4,155,1055,"logit_rho",-3.35579
"F",4,4,156,1056,"logit_rho",-3.22988
"F",4,4,157,1057,"logit_rho",-3.19579
"F",4,4,158,1058,"logit_rho",-3.49909
"F",4,4,159,1059,"logit_rho",-2.78317
"F",4,4,160,1060,"logit_rho",-2.88862
"F",4,4,161,1061,"logit_rho",-2.99562
"F",4,4,162,1062,"logit_rho",-2.68368
"F",4,4,163,1063,"logit_rho",-2.49781
"F",4,4,164,1064,"logit_rho",-2.60212
"F",4,4,165,1065,"logit_rho",-2.76616
"F",4,4,166,1066,"logit_rho",-3.1194
"F",4,4,167,1067,"logit_rho",-3.20049
"F",4,4,168,1068,"logit_rho",-3.23056
"F",4,4,169,1069,"logit_rho",-3.39672
"F",4,4,170,1070,"logit_rho",-3.61831
"F",4,4,171,1071,"logit_rho",-3.26146
"F",4,4,172,1072,"logit_rho",-3.04897
"F",4,4,173,1073,"logit_rho",-2.83316
"F",4,4,174,1074,"logit_rho",-2.8996
"F",4,4,175,1075,"logit_rho",-3.18288
"F",4,4,176,1076,"logit_rho",-3.28101
"F",4,4,177,1077,"logit_rho",-3.09761
"F",4,4,178,1078,"logit_rho",-2.93811
"F",4,4,179,1079,"logit_rho",-2.69644
"F",4,4,180,1080,"logit_rho",-2.89923
"F",4,4,181,1081,"logit_rho",-3.13563
"F",4,4,182,1082,"logit_rho",-3.49496
"F",4,4,183,1083,"logit_rho",-3.15722
"F",4,4,184,1084,"logit_rho",-3.16059
"F",4,4,185,1085,"logit_rho",-2.86725
"F",4,4,186,1086,"logit_rho",-2.87085
