"variable","med","lwr","upr","Sex","State_code_stan","Year","Age_bin_idx","Age"
"pLabCases[1,12,5,5]",10.8223,8.76471325,13.6057025,"F",12,2018,6,"21-25"
"pLabCases[2,12,5,5]",4.89917,3.94440175,6.035028,"M",12,2018,6,"21-25"
"pLabCases[1,13,5,5]",184.743,158.622375,219.48955,"F",13,2018,6,"21-25"
"pLabCases[2,13,5,5]",83.21905,70.76332,98.44387,"M",13,2018,6,"21-25"
"pLabCases[1,14,5,5]",377.6875,321.0108,443.809325,"F",14,2018,6,"21-25"
"pLabCases[2,14,5,5]",169.61,142.961925,199.217575,"M",14,2018,6,"21-25"
"pLabCases[1,15,5,5]",26.29185,21.7936,31.9382475,"F",15,2018,6,"21-25"
"pLabCases[2,15,5,5]",11.5218,9.47990625,14.0498775,"M",15,2018,6,"21-25"
"pLabCases[1,16,5,5]",3.25708,2.44918825,4.415831,"F",16,2018,6,"21-25"
"pLabCases[2,16,5,5]",1.46233,1.083456,2.0104505,"M",16,2018,6,"21-25"
"pLabCases[1,17,5,5]",19.98885,16.3657825,24.1241875,"F",17,2018,6,"21-25"
"pLabCases[2,17,5,5]",8.75479,7.160436,10.5718825,"M",17,2018,6,"21-25"
"pLabCases[1,18,5,5]",10.0132,8.01001775,12.37871,"F",18,2018,6,"21-25"
"pLabCases[2,18,5,5]",4.425915,3.5496745,5.583486,"M",18,2018,6,"21-25"
"pLabCases[1,19,5,5]",293.2915,246.3305,350.747375,"F",19,2018,6,"21-25"
"pLabCases[2,19,5,5]",129.8965,109.647625,157.14775,"M",19,2018,6,"21-25"
"pLabCases[1,20,5,5]",38.8174,32.53615,46.214275,"F",20,2018,6,"21-25"
"pLabCases[2,20,5,5]",17.3684,14.693705,20.671425,"M",20,2018,6,"21-25"
"pLabCases[1,21,5,5]",1.06221,0.699163525,1.66574875,"F",21,2018,6,"21-25"
"pLabCases[2,21,5,5]",0.4798185,0.315623825,0.7500079,"M",21,2018,6,"21-25"
"pLabCases[1,22,5,5]",3.860635,2.914613,5.16403225,"F",22,2018,6,"21-25"
"pLabCases[2,22,5,5]",1.745865,1.3139145,2.30146125,"M",22,2018,6,"21-25"
"pLabCases[1,23,5,5]",1.702885,1.10849875,2.49075925,"F",23,2018,6,"21-25"
"pLabCases[2,23,5,5]",0.8038475,0.5248378,1.17451375,"M",23,2018,6,"21-25"
"pLabCases[1,24,5,5]",3.35972,2.4923425,4.56011125,"F",24,2018,6,"21-25"
"pLabCases[2,24,5,5]",1.536045,1.13023175,2.06054425,"M",24,2018,6,"21-25"
"pLabCases[1,25,5,5]",16.4579,13.359715,19.92357,"F",25,2018,6,"21-25"
"pLabCases[2,25,5,5]",7.43147,6.1028575,9.06443399999999,"M",25,2018,6,"21-25"
"pLabCases[1,26,5,5]",0.618645,0.341441075,1.0382145,"F",26,2018,6,"21-25"
"pLabCases[2,26,5,5]",0.269582,0.1460415,0.455659224999999,"M",26,2018,6,"21-25"
"pLabCases[1,27,5,5]",3.86618,2.8505725,5.11725,"F",27,2018,6,"21-25"
"pLabCases[2,27,5,5]",1.748485,1.297219,2.323594,"M",27,2018,6,"21-25"
"pLabCases[1,1,6,5]",0.410849,0.18748755,0.806892375,"F",1,2019,6,"21-25"
"pLabCases[2,1,6,5]",0.1822225,0.0844063125,0.35498885,"M",1,2019,6,"21-25"
"pLabCases[1,2,6,5]",31.7918,26.8787175,38.27715,"F",2,2019,6,"21-25"
"pLabCases[2,2,6,5]",13.74285,11.4410675,16.6325675,"M",2,2019,6,"21-25"
"pLabCases[1,3,6,5]",0.4633965,0.215107325,0.872110275,"F",3,2019,6,"21-25"
"pLabCases[2,3,6,5]",0.201597,0.0931822025,0.374362275,"M",3,2019,6,"21-25"
"pLabCases[1,4,6,5]",0.6450415,0.331018775,1.1616635,"F",4,2019,6,"21-25"
"pLabCases[2,4,6,5]",0.2849425,0.147129375,0.506576874999999,"M",4,2019,6,"21-25"
"pLabCases[1,5,6,5]",225.967,192.537525,269.4207,"F",5,2019,6,"21-25"
"pLabCases[2,5,6,5]",100.3235,85.22263,117.305625,"M",5,2019,6,"21-25"
"pLabCases[1,6,6,5]",43.18235,36.348015,52.13438,"F",6,2019,6,"21-25"
"pLabCases[2,6,6,5]",19.1606,16.2211775,22.9489975,"M",6,2019,6,"21-25"
"pLabCases[1,7,6,5]",0.189881,0.0637159225,0.421666225,"F",7,2019,6,"21-25"
"pLabCases[2,7,6,5]",0.08142985,0.027593035,0.18401695,"M",7,2019,6,"21-25"
"pLabCases[1,8,6,5]",46.56895,39.13718,55.7907074999999,"F",8,2019,6,"21-25"
"pLabCases[2,8,6,5]",20.8842,17.41971,24.948065,"M",8,2019,6,"21-25"
"pLabCases[1,9,6,5]",0.3989055,0.1909325,0.775416899999999,"F",9,2019,6,"21-25"
"pLabCases[2,9,6,5]",0.1777975,0.0852512425,0.351582625,"M",9,2019,6,"21-25"
"pLabCases[1,10,6,5]",4.435225,3.3797025,5.67942475,"F",10,2019,6,"21-25"
"pLabCases[2,10,6,5]",1.96226,1.48889825,2.53112525,"M",10,2019,6,"21-25"
"pLabCases[1,11,6,5]",7.707665,6.131909,9.762819,"F",11,2019,6,"21-25"
"pLabCases[2,11,6,5]",3.54654,2.80963925,4.441078,"M",11,2019,6,"21-25"
"pLabCases[1,12,6,5]",3.191785,2.380861,4.20787175,"F",12,2019,6,"21-25"
"pLabCases[2,12,6,5]",1.447245,1.07637275,1.930185,"M",12,2019,6,"21-25"
"pLabCases[1,13,6,5]",45.6216,38.24567,54.156105,"F",13,2019,6,"21-25"
"pLabCases[2,13,6,5]",20.48435,17.100775,24.401465,"M",13,2019,6,"21-25"
"pLabCases[1,14,6,5]",130.501,111.516925,154.35835,"F",14,2019,6,"21-25"
"pLabCases[2,14,6,5]",58.65805,49.969815,69.7952075,"M",14,2019,6,"21-25"
"pLabCases[1,15,6,5]",22.7346,18.5725725,27.8140325,"F",15,2019,6,"21-25"
"pLabCases[2,15,6,5]",9.957795,8.17942575,12.09028,"M",15,2019,6,"21-25"
"pLabCases[1,16,6,5]",2.489675,1.77473975,3.37680625,"F",16,2019,6,"21-25"
"pLabCases[2,16,6,5]",1.11687,0.809285775,1.52773025,"M",16,2019,6,"21-25"
"pLabCases[1,17,6,5]",52.6389,44.61436,63.186585,"F",17,2019,6,"21-25"
"pLabCases[2,17,6,5]",23.21245,19.5156,27.547645,"M",17,2019,6,"21-25"
"pLabCases[1,18,6,5]",11.4135,9.203536,14.1584725,"F",18,2019,6,"21-25"
"pLabCases[2,18,6,5]",5.078835,4.07692175,6.35493525,"M",18,2019,6,"21-25"
"pLabCases[1,19,6,5]",838.8785,715.97055,986.160625,"F",19,2019,6,"21-25"
"pLabCases[2,19,6,5]",373.416,318.624,438.57235,"M",19,2019,6,"21-25"
"pLabCases[1,20,6,5]",136.57,116.4202,161.633,"F",20,2019,6,"21-25"
"pLabCases[2,20,6,5]",61.5325,52.024255,72.9993675,"M",20,2019,6,"21-25"
"pLabCases[1,21,6,5]",1.05147,0.657931925,1.5877805,"F",21,2019,6,"21-25"
"pLabCases[2,21,6,5]",0.4739805,0.299049425,0.711178799999999,"M",21,2019,6,"21-25"
"pLabCases[1,22,6,5]",5.412495,4.2011925,7.03571149999999,"F",22,2019,6,"21-25"
"pLabCases[2,22,6,5]",2.44335,1.9130725,3.14966125,"M",22,2019,6,"21-25"
"pLabCases[1,23,6,5]",1.37124,0.87174515,2.10246575,"F",23,2019,6,"21-25"
"pLabCases[2,23,6,5]",0.6661365,0.41734235,1.002414,"M",23,2019,6,"21-25"
"pLabCases[1,24,6,5]",4.104865,3.19625675,5.42715625,"F",24,2019,6,"21-25"
"pLabCases[2,24,6,5]",1.890415,1.454897,2.47445425,"M",24,2019,6,"21-25"
"pLabCases[1,25,6,5]",13.44595,10.8910275,16.74125,"F",25,2019,6,"21-25"
"pLabCases[2,25,6,5]",6.085665,4.8962535,7.52610674999999,"M",25,2019,6,"21-25"
"pLabCases[1,26,6,5]",21.643,18.0653,25.9753475,"F",26,2019,6,"21-25"
"pLabCases[2,26,6,5]",9.50509,7.8755165,11.4397075,"M",26,2019,6,"21-25"
"pLabCases[1,27,6,5]",0.3461825,0.155791025,0.665620474999999,"F",27,2019,6,"21-25"
"pLabCases[2,27,6,5]",0.1578215,0.0703449775,0.303851375,"M",27,2019,6,"21-25"
"pLabCases[1,1,7,5]",5.604645,4.25734275,7.3176185,"F",1,2020,6,"21-25"
"pLabCases[2,1,7,5]",2.503995,1.8910145,3.3112795,"M",1,2020,6,"21-25"
"pLabCases[1,2,7,5]",8.0862,6.51348625,10.122935,"F",2,2020,6,"21-25"
"pLabCases[2,2,7,5]",3.50201,2.832627,4.421576,"M",2,2020,6,"21-25"
"pLabCases[1,3,7,5]",0.8284665,0.4713934,1.41873825,"F",3,2020,6,"21-25"
"pLabCases[2,3,7,5]",0.3628035,0.20138285,0.621878949999999,"M",3,2020,6,"21-25"
"pLabCases[1,4,7,5]",1.59749,1.035183,2.361945,"F",4,2020,6,"21-25"
"pLabCases[2,4,7,5]",0.712328,0.4520346,1.061235,"M",4,2020,6,"21-25"
"pLabCases[1,5,7,5]",674.0225,574.14305,782.141625,"F",5,2020,6,"21-25"
"pLabCases[2,5,7,5]",299.255,255.18475,351.17905,"M",5,2020,6,"21-25"
"pLabCases[1,6,7,5]",46.32495,39.464965,55.20323,"F",6,2020,6,"21-25"
"pLabCases[2,6,7,5]",20.679,17.3850325,24.7582675,"M",6,2020,6,"21-25"
"pLabCases[1,7,7,5]",0.2036365,0.0768108775,0.4382751,"F",7,2020,6,"21-25"
"pLabCases[2,7,7,5]",0.0889817,0.03299325,0.19317325,"M",7,2020,6,"21-25"
"pLabCases[1,8,7,5]",237.3615,201.696125,279.9156,"F",8,2020,6,"21-25"
"pLabCases[2,8,7,5]",106.272,89.851235,126.0582,"M",8,2020,6,"21-25"
"pLabCases[1,9,7,5]",0.2306925,0.0930842875,0.4805048,"F",9,2020,6,"21-25"
"pLabCases[2,9,7,5]",0.10274,0.042166245,0.2182996,"M",9,2020,6,"21-25"
"pLabCases[1,10,7,5]",2.151475,1.47178175,3.089538,"F",10,2020,6,"21-25"
"pLabCases[2,10,7,5]",0.9617035,0.657894625,1.3875145,"M",10,2020,6,"21-25"
"pLabCases[1,11,7,5]",6.96574,5.5735095,8.7252435,"F",11,2020,6,"21-25"
"pLabCases[2,11,7,5]",3.2048,2.530235,4.0950145,"M",11,2020,6,"21-25"
"pLabCases[1,12,7,5]",4.154705,3.13280725,5.49955625,"F",12,2020,6,"21-25"
"pLabCases[2,12,7,5]",1.892245,1.4317745,2.49144425,"M",12,2020,6,"21-25"
"pLabCases[1,13,7,5]",69.6012,59.17707,82.4177975,"F",13,2020,6,"21-25"
"pLabCases[2,13,7,5]",31.5015,26.769225,37.12918,"M",13,2020,6,"21-25"
"pLabCases[1,14,7,5]",9.005155,7.107049,11.34347,"F",14,2020,6,"21-25"
"pLabCases[2,14,7,5]",4.066425,3.2254935,5.2154585,"M",14,2020,6,"21-25"
"pLabCases[1,15,7,5]",59.17065,50.11978,70.299745,"F",15,2020,6,"21-25"
"pLabCases[2,15,7,5]",26.1099,21.75378,31.1322175,"M",15,2020,6,"21-25"
"pLabCases[1,16,7,5]",0.8590285,0.520694825,1.356654,"F",16,2020,6,"21-25"
"pLabCases[2,16,7,5]",0.387273,0.231910025,0.623048575,"M",16,2020,6,"21-25"
"pLabCases[1,17,7,5]",88.8378,75.5616225,104.745675,"F",17,2020,6,"21-25"
"pLabCases[2,17,7,5]",39.31625,33.1653575,46.3476375,"M",17,2020,6,"21-25"
"pLabCases[1,18,7,5]",4.79391,3.689709,6.2659725,"F",18,2020,6,"21-25"
"pLabCases[2,18,7,5]",2.153305,1.64602225,2.8033435,"M",18,2020,6,"21-25"
"pLabCases[1,19,7,5]",38.62235,31.993715,46.04386,"F",19,2020,6,"21-25"
"pLabCases[2,19,7,5]",17.2369,14.1915025,20.6363675,"M",19,2020,6,"21-25"
"pLabCases[1,20,7,5]",162.4705,138.769325,191.3253,"F",20,2020,6,"21-25"
"pLabCases[2,20,7,5]",73.1526,62.38408,86.49615,"M",20,2020,6,"21-25"
"pLabCases[1,21,7,5]",0.7229585,0.4379318,1.13886775,"F",21,2020,6,"21-25"
"pLabCases[2,21,7,5]",0.325876,0.19278815,0.51565665,"M",21,2020,6,"21-25"
"pLabCases[1,22,7,5]",4.67012,3.539018,6.015654,"F",22,2020,6,"21-25"
"pLabCases[2,22,7,5]",2.10944,1.59303725,2.76057325,"M",22,2020,6,"21-25"
"pLabCases[1,23,7,5]",0.573547,0.294914125,0.98002815,"F",23,2020,6,"21-25"
"pLabCases[2,23,7,5]",0.279897,0.142727,0.474228975,"M",23,2020,6,"21-25"
"pLabCases[1,24,7,5]",1.016585,0.62239705,1.553918,"F",24,2020,6,"21-25"
"pLabCases[2,24,7,5]",0.4633055,0.288916325,0.708673725,"M",24,2020,6,"21-25"
"pLabCases[1,25,7,5]",8.638275,6.96875775,10.8035025,"F",25,2020,6,"21-25"
"pLabCases[2,25,7,5]",3.922345,3.1219475,4.90230825,"M",25,2020,6,"21-25"
"pLabCases[1,26,7,5]",147.9125,125.9346,173.942525,"F",26,2020,6,"21-25"
"pLabCases[2,26,7,5]",64.9985,55.1843825,75.92578,"M",26,2020,6,"21-25"
"pLabCases[1,27,7,5]",1.1014,0.6621894,1.686808,"F",27,2020,6,"21-25"
"pLabCases[2,27,7,5]",0.5023445,0.294809425,0.777061775,"M",27,2020,6,"21-25"
"pLabCases[1,1,8,5]",18.15565,14.7139525,22.2342425,"F",1,2021,6,"21-25"
"pLabCases[2,1,8,5]",8.16498,6.630848,10.065135,"M",1,2021,6,"21-25"
"pLabCases[1,2,8,5]",23.3401,19.3947225,28.18043,"F",2,2021,6,"21-25"
"pLabCases[2,2,8,5]",10.15865,8.37684075,12.2835975,"M",2,2021,6,"21-25"
"pLabCases[1,3,8,5]",5.46546,4.04581875,7.116164,"F",3,2021,6,"21-25"
"pLabCases[2,3,8,5]",2.385505,1.77606275,3.14532175,"M",3,2021,6,"21-25"
"pLabCases[1,4,8,5]",12.3479,9.93219375,15.37101,"F",4,2021,6,"21-25"
"pLabCases[2,4,8,5]",5.524545,4.412769,6.86234225,"M",4,2021,6,"21-25"
"pLabCases[1,5,8,5]",320.9335,272.0421,379.22025,"F",5,2021,6,"21-25"
"pLabCases[2,5,8,5]",142.869,121.43415,168.688625,"M",5,2021,6,"21-25"
"pLabCases[1,6,8,5]",54.92975,46.43957,64.5454125,"F",6,2021,6,"21-25"
"pLabCases[2,6,8,5]",24.65545,20.6845425,29.07817,"M",6,2021,6,"21-25"
"pLabCases[1,7,8,5]",0.4000235,0.1895082,0.73955885,"F",7,2021,6,"21-25"
"pLabCases[2,7,8,5]",0.1762435,0.08287087,0.321096975,"M",7,2021,6,"21-25"
"pLabCases[1,8,8,5]",31.7391,26.7700925,37.6815475,"F",8,2021,6,"21-25"
"pLabCases[2,8,8,5]",14.2851,12.0531125,17.1660675,"M",8,2021,6,"21-25"
"pLabCases[1,9,8,5]",15.8375,13.0698075,19.246965,"F",9,2021,6,"21-25"
"pLabCases[2,9,8,5]",7.13532,5.85876175,8.59312925,"M",9,2021,6,"21-25"
"pLabCases[1,10,8,5]",3.211615,2.27693825,4.415305,"F",10,2021,6,"21-25"
"pLabCases[2,10,8,5]",1.43515,1.00382775,1.9633595,"M",10,2021,6,"21-25"
"pLabCases[1,11,8,5]",5.23807,4.1362345,6.854829,"F",11,2021,6,"21-25"
"pLabCases[2,11,8,5]",2.42595,1.9069515,3.178611,"M",11,2021,6,"21-25"
"pLabCases[1,12,8,5]",7.017675,5.566516,8.76793325,"F",12,2021,6,"21-25"
"pLabCases[2,12,8,5]",3.187465,2.52609775,4.003231,"M",12,2021,6,"21-25"
"pLabCases[1,13,8,5]",129.4425,110.12755,153.4317,"F",13,2021,6,"21-25"
"pLabCases[2,13,8,5]",59.1593,49.4646875,69.8420925,"M",13,2021,6,"21-25"
"pLabCases[1,14,8,5]",9.4776,7.56263325,11.8147175,"F",14,2021,6,"21-25"
"pLabCases[2,14,8,5]",4.2718,3.450271,5.38501975,"M",14,2021,6,"21-25"
"pLabCases[1,15,8,5]",274.1745,235.75495,324.25095,"F",15,2021,6,"21-25"
"pLabCases[2,15,8,5]",121.283,102.953675,141.559675,"M",15,2021,6,"21-25"
"pLabCases[1,16,8,5]",6.15364,4.8804955,7.91922025,"F",16,2021,6,"21-25"
"pLabCases[2,16,8,5]",2.79265,2.17337475,3.60572575,"M",16,2021,6,"21-25"
"pLabCases[1,17,8,5]",277.6445,236.96395,329.973775,"F",17,2021,6,"21-25"
"pLabCases[2,17,8,5]",123.0105,103.94485,146.592025,"M",17,2021,6,"21-25"
"pLabCases[1,18,8,5]",8.665755,6.96689,10.768955,"F",18,2021,6,"21-25"
"pLabCases[2,18,8,5]",3.906,3.10846775,4.86271975,"M",18,2021,6,"21-25"
"pLabCases[1,19,8,5]",6.982405,5.57508975,8.8745685,"F",19,2021,6,"21-25"
"pLabCases[2,19,8,5]",3.13649,2.44728275,3.95598775,"M",19,2021,6,"21-25"
"pLabCases[1,20,8,5]",84.10335,71.0214875,99.824975,"F",20,2021,6,"21-25"
"pLabCases[2,20,8,5]",38.05845,32.2415975,45.6275175,"M",20,2021,6,"21-25"
"pLabCases[1,21,8,5]",11.0966,9.03923075,13.7002175,"F",21,2021,6,"21-25"
"pLabCases[2,21,8,5]",5.02291,4.06211775,6.254502,"M",21,2021,6,"21-25"
"pLabCases[1,22,8,5]",6.597365,5.2378295,8.33597525,"F",22,2021,6,"21-25"
"pLabCases[2,22,8,5]",3.005225,2.3687965,3.785135,"M",22,2021,6,"21-25"
"pLabCases[1,23,8,5]",3.91833,2.8328055,5.240313,"F",23,2021,6,"21-25"
"pLabCases[2,23,8,5]",1.900565,1.396819,2.49234875,"M",23,2021,6,"21-25"
"pLabCases[1,24,8,5]",3.59458,2.72586025,4.72913725,"F",24,2021,6,"21-25"
"pLabCases[2,24,8,5]",1.656495,1.247656,2.19022675,"M",24,2021,6,"21-25"
"pLabCases[1,25,8,5]",575.945,491.0427,673.248725,"F",25,2021,6,"21-25"
"pLabCases[2,25,8,5]",260.914,222.562025,306.82425,"M",25,2021,6,"21-25"
"pLabCases[1,26,8,5]",148.497,127.568375,174.79295,"F",26,2021,6,"21-25"
"pLabCases[2,26,8,5]",65.53,55.6013175,77.39125,"M",26,2021,6,"21-25"
"pLabCases[1,27,8,5]",7.738625,6.17247575,9.78531225,"F",27,2021,6,"21-25"
"pLabCases[2,27,8,5]",3.512105,2.80818125,4.40100775,"M",27,2021,6,"21-25"
"pLabCases[1,1,9,5]",2.06633,1.36729925,2.94386175,"F",1,2022,6,"21-25"
"pLabCases[2,1,9,5]",0.9375205,0.613903525,1.3234095,"M",1,2022,6,"21-25"
"pLabCases[1,2,9,5]",70.54325,59.9379825,84.66022,"F",2,2022,6,"21-25"
"pLabCases[2,2,9,5]",30.63355,26.2471775,37.062965,"M",2,2022,6,"21-25"
"pLabCases[1,3,9,5]",2.302445,1.5543715,3.31818075,"F",3,2022,6,"21-25"
"pLabCases[2,3,9,5]",1.01679,0.6789529,1.46522775,"M",3,2022,6,"21-25"
"pLabCases[1,4,9,5]",10.4214,8.214553,13.1242,"F",4,2022,6,"21-25"
"pLabCases[2,4,9,5]",4.679355,3.69898775,5.98529,"M",4,2022,6,"21-25"
"pLabCases[1,5,9,5]",411.999,351.165425,489.3942,"F",5,2022,6,"21-25"
"pLabCases[2,5,9,5]",183.8215,156.5163,216.706,"M",5,2022,6,"21-25"
"pLabCases[1,6,9,5]",1127.66,969.543925,1302.06375,"F",6,2022,6,"21-25"
"pLabCases[2,6,9,5]",505.713,430.3758,585.4123,"M",6,2022,6,"21-25"
"pLabCases[1,7,9,5]",5.318025,4.101088,6.74217125,"F",7,2022,6,"21-25"
"pLabCases[2,7,9,5]",2.353485,1.8176385,2.98911975,"M",7,2022,6,"21-25"
"pLabCases[1,8,9,5]",21.5914,17.9709475,25.8599125,"F",8,2022,6,"21-25"
"pLabCases[2,8,9,5]",9.71546,8.11923775,11.8203575,"M",8,2022,6,"21-25"
"pLabCases[1,9,9,5]",123.9165,104.983775,145.11805,"F",9,2022,6,"21-25"
"pLabCases[2,9,9,5]",55.67255,47.3623825,66.4023425,"M",9,2022,6,"21-25"
"pLabCases[1,10,9,5]",46.8303,39.12373,57.0703875,"F",10,2022,6,"21-25"
"pLabCases[2,10,9,5]",20.98615,17.642265,25.40165,"M",10,2022,6,"21-25"
"pLabCases[1,11,9,5]",4.48422,3.469568,5.78340325,"F",11,2022,6,"21-25"
"pLabCases[2,11,9,5]",2.070505,1.5842005,2.6788395,"M",11,2022,6,"21-25"
"pLabCases[1,12,9,5]",14.6116,12.0074775,17.96864,"F",12,2022,6,"21-25"
"pLabCases[2,12,9,5]",6.69092,5.44965425,8.21732575,"M",12,2022,6,"21-25"
"pLabCases[1,13,9,5]",226.9855,193.89635,270.7852,"F",13,2022,6,"21-25"
"pLabCases[2,13,9,5]",103.111,88.29115,122.86575,"M",13,2022,6,"21-25"
"pLabCases[1,14,9,5]",6.67159,5.213645,8.79606275,"F",14,2022,6,"21-25"
"pLabCases[2,14,9,5]",3.022905,2.35991175,3.96368525,"M",14,2022,6,"21-25"
"pLabCases[1,15,9,5]",405.9695,343.99385,479.934425,"F",15,2022,6,"21-25"
"pLabCases[2,15,9,5]",178.558,152.642125,210.816125,"M",15,2022,6,"21-25"
"pLabCases[1,16,9,5]",1.87143,1.319268,2.66554125,"F",16,2022,6,"21-25"
"pLabCases[2,16,9,5]",0.850808,0.59189415,1.207232,"M",16,2022,6,"21-25"
"pLabCases[1,17,9,5]",396.7105,336.651025,462.524625,"F",17,2022,6,"21-25"
"pLabCases[2,17,9,5]",175.806,149.132925,205.00175,"M",17,2022,6,"21-25"
"pLabCases[1,18,9,5]",126.6155,106.9979,148.979875,"F",18,2022,6,"21-25"
"pLabCases[2,18,9,5]",56.71395,48.1243,67.749455,"M",18,2022,6,"21-25"
"pLabCases[1,19,9,5]",20.01045,16.5047175,24.6845225,"F",19,2022,6,"21-25"
"pLabCases[2,19,9,5]",9.039565,7.38580425,11.1492325,"M",19,2022,6,"21-25"
"pLabCases[1,20,9,5]",194.2465,164.447725,229.276775,"F",20,2022,6,"21-25"
"pLabCases[2,20,9,5]",87.6377,75.1772575,105.030875,"M",20,2022,6,"21-25"
"pLabCases[1,21,9,5]",3.50011,2.6436445,4.65608325,"F",21,2022,6,"21-25"
"pLabCases[2,21,9,5]",1.601415,1.1984735,2.11922375,"M",21,2022,6,"21-25"
"pLabCases[1,22,9,5]",4.242075,3.166956,5.5293265,"F",22,2022,6,"21-25"
"pLabCases[2,22,9,5]",1.93624,1.47076425,2.53089775,"M",22,2022,6,"21-25"
"pLabCases[1,23,9,5]",3.699965,2.69314825,4.804984,"F",23,2022,6,"21-25"
"pLabCases[2,23,9,5]",1.782255,1.301448,2.3167695,"M",23,2022,6,"21-25"
"pLabCases[1,24,9,5]",1.89803,1.3362055,2.591379,"F",24,2022,6,"21-25"
"pLabCases[2,24,9,5]",0.871771,0.6173159,1.190931,"M",24,2022,6,"21-25"
"pLabCases[1,25,9,5]",38.05705,31.6813875,45.799285,"F",25,2022,6,"21-25"
"pLabCases[2,25,9,5]",17.3095,14.4522375,20.704625,"M",25,2022,6,"21-25"
"pLabCases[1,26,9,5]",195.281,166.2374,228.756425,"F",26,2022,6,"21-25"
"pLabCases[2,26,9,5]",85.84165,72.7165625,101.554775,"M",26,2022,6,"21-25"
"pLabCases[1,27,9,5]",152.9695,130.4975,180.255125,"F",27,2022,6,"21-25"
"pLabCases[2,27,9,5]",69.4786,58.67435,81.8322225,"M",27,2022,6,"21-25"
"pLabCases[1,1,10,5]",2.576725,1.8169375,3.5982515,"F",1,2023,6,"21-25"
"pLabCases[2,1,10,5]",1.16673,0.8102609,1.6241755,"M",1,2023,6,"21-25"
"pLabCases[1,2,10,5]",4.75219,3.65078675,6.25374025,"F",2,2023,6,"21-25"
"pLabCases[2,2,10,5]",2.072105,1.57994175,2.73360975,"M",2,2023,6,"21-25"
"pLabCases[1,3,10,5]",5.183745,3.973204,6.9295135,"F",3,2023,6,"21-25"
"pLabCases[2,3,10,5]",2.29781,1.76410975,3.0473185,"M",3,2023,6,"21-25"
"pLabCases[1,4,10,5]",13.7114,11.001935,17.0312425,"F",4,2023,6,"21-25"
"pLabCases[2,4,10,5]",6.18023,4.9848035,7.7797805,"M",4,2023,6,"21-25"
"pLabCases[1,5,10,5]",350.812,297.37485,412.4667,"F",5,2023,6,"21-25"
"pLabCases[2,5,10,5]",156.427,133.108975,183.793775,"M",5,2023,6,"21-25"
"pLabCases[1,6,10,5]",64.41295,54.4825675,77.2173,"F",6,2023,6,"21-25"
"pLabCases[2,6,10,5]",29.0056,24.41862,34.3554625,"M",6,2023,6,"21-25"
"pLabCases[1,7,10,5]",14.3071,11.8370075,17.584275,"F",7,2023,6,"21-25"
"pLabCases[2,7,10,5]",6.38572,5.250539,7.7962625,"M",7,2023,6,"21-25"
"pLabCases[1,8,10,5]",76.29905,64.8979575,90.2198925,"F",8,2023,6,"21-25"
"pLabCases[2,8,10,5]",34.46825,29.0634775,41.226525,"M",8,2023,6,"21-25"
"pLabCases[1,9,10,5]",76.55675,65.1693125,90.7307175,"F",9,2023,6,"21-25"
"pLabCases[2,9,10,5]",34.73095,29.247545,40.8103675,"M",9,2023,6,"21-25"
"pLabCases[1,10,10,5]",69.01545,58.8842225,84.139715,"F",10,2023,6,"21-25"
"pLabCases[2,10,10,5]",30.9614,26.286195,37.3342625,"M",10,2023,6,"21-25"
"pLabCases[1,11,10,5]",10.9104,8.83125525,13.53983,"F",11,2023,6,"21-25"
"pLabCases[2,11,10,5]",5.028075,4.04523325,6.25511625,"M",11,2023,6,"21-25"
"pLabCases[1,12,10,5]",103.9945,87.697725,123.5126,"F",12,2023,6,"21-25"
"pLabCases[2,12,10,5]",47.81315,40.360755,56.6077075,"M",12,2023,6,"21-25"
"pLabCases[1,13,10,5]",1628.54,1401.7195,1921.0395,"F",13,2023,6,"21-25"
"pLabCases[2,13,10,5]",744.656,638.68335,879.706925,"M",13,2023,6,"21-25"
"pLabCases[1,14,10,5]",10.86205,8.782297,13.5876275,"F",14,2023,6,"21-25"
"pLabCases[2,14,10,5]",4.950125,3.945813,6.184411,"M",14,2023,6,"21-25"
"pLabCases[1,15,10,5]",28.9201,24.395035,35.3508275,"F",15,2023,6,"21-25"
"pLabCases[2,15,10,5]",12.7793,10.7232175,15.5183375,"M",15,2023,6,"21-25"
"pLabCases[1,16,10,5]",51.95835,44.10395,62.14646,"F",16,2023,6,"21-25"
"pLabCases[2,16,10,5]",23.65,20.02764,28.1663675,"M",16,2023,6,"21-25"
"pLabCases[1,17,10,5]",12.35435,10.0613025,15.1563475,"F",17,2023,6,"21-25"
"pLabCases[2,17,10,5]",5.50565,4.41767325,6.70118424999999,"M",17,2023,6,"21-25"
"pLabCases[1,18,10,5]",91.79275,77.292875,108.3743,"F",18,2023,6,"21-25"
"pLabCases[2,18,10,5]",41.1704,34.594,48.0695475,"M",18,2023,6,"21-25"
"pLabCases[1,19,10,5]",48.5956,40.9847175,57.9173175,"F",19,2023,6,"21-25"
"pLabCases[2,19,10,5]",21.94985,18.3684,26.1204275,"M",19,2023,6,"21-25"
"pLabCases[1,20,10,5]",24.91235,20.6172075,29.865955,"F",20,2023,6,"21-25"
"pLabCases[2,20,10,5]",11.2591,9.3820435,13.4702175,"M",20,2023,6,"21-25"
"pLabCases[1,21,10,5]",3.97544,2.9804985,5.1156235,"F",21,2023,6,"21-25"
